"sim_id","q0_pca_share","q0_mean_ratio","q0_max_ratio","q0_top5_overlap","q0_pca_avg_rank","q0_pca_cv","q0_gini","q0_cv","reduction_diim","reduction_pca","pca_advantage","pca_wins","overlap"
1711,0.427150788303023,1.49132015749016,1.10940402835217,3,5.4,0.322585525806401,0.25081864611217,0.457796059899354,727.225728048346,779.600043048755,52.3743150004084,TRUE,4
1712,0.34561379585163,1.0562991507482,0.904604429480156,2,7.8,0.664985722712896,0.321785965148357,0.61146563855199,632.253676649776,540.339481244046,-91.9141954057304,FALSE,3
1713,0.444864003956424,1.60272080040547,1.10095098252061,2,5.4,0.448430521266821,0.361946779189925,0.658087942781465,477.298220368306,558.328885753741,81.030665385435,TRUE,4
1714,0.365488025241569,1.15202877102742,0.718695121862585,1,7.8,0.265187001438186,0.284596259463998,0.540704448253716,496.375224781084,492.634050441317,-3.7411743397679,FALSE,4
1715,0.439738033036822,1.56975864494376,1.02815662753964,3,5.2,0.32874978480237,0.300765456542987,0.545710813582761,706.781301201147,763.64070436691,56.8594031657631,TRUE,4
1716,0.314257249478016,0.916545597423538,0.816992648375977,1,10,0.227737856667639,0.175864844902683,0.355895214741312,601.01389097589,572.794698862759,-28.2191921131307,FALSE,4
1717,0.307887319968935,0.889702873107646,0.865363880951125,1,8.8,0.5810772303044,0.287436506994303,0.522966801890429,686.829875943273,616.160227663058,-70.6696482802145,FALSE,4
1718,0.324026999931467,0.958698054208129,1.22322263347412,2,8.8,1.08340675752889,0.419638944614614,0.764908219310309,496.338431037391,482.932167395978,-13.4062636414128,FALSE,4
1719,0.431541783045704,1.51828848691055,0.977735976809617,2,6.6,0.721721185872933,0.436817534903907,0.866277759456095,209.888465028765,264.31455488368,54.4260898549146,TRUE,4
1720,0.300436141793523,0.858924137572723,0.880716874069177,1,9,0.617040985141787,0.300684398738548,0.542461077708575,434.178164586043,428.104429131115,-6.07373545492737,FALSE,4
1721,0.336754523800729,1.01547477030828,0.751075001763437,2,7.8,0.343186565294635,0.213249370778596,0.398044254995015,510.408823476755,509.105109773504,-1.30371370325156,FALSE,4
1722,0.311955261403213,0.906787724412867,0.79206263046888,2,8.6,0.484780184553779,0.294797201550667,0.535851196143037,413.870397354389,394.517611091331,-19.3527862630581,FALSE,4
1723,0.367099756625132,1.16005566585854,1.08652514644144,2,7.2,0.395377666007806,0.226456883227035,0.417928932439666,575.191130722851,567.500070546972,-7.6910601758791,FALSE,4
1724,0.3956394442523,1.3092828130149,1.03470243339306,2,6.4,0.623961475560875,0.375697111993246,0.681628104055458,569.746380020137,569.134089365347,-0.612290654789831,FALSE,4
